Name,Platform,Publisher,Genre,Metascore,User_Score,Release_Year
NBA 2K7,PS3,Take-Two Interactive,Sports,80.0,7.4,2006.0
Just Dance 4,WiiU,Ubisoft,Misc,66.0,7.8,2012.0
"Monsters, Inc. Scream Arena",GC,THQ,Platform,39.0,4.7,2002.0
Need for Speed: Hot Pursuit,PC,Electronic Arts,Racing,86.0,6.7,2010.0
Rampage: Total Destruction,PS2,Midway Games,Action,51.0,7.0,2006.0
High Heat Major League Baseball 2003,PS2,3DO,Sports,84.0,7.9,2002.0
Trivial Pursuit,X360,Electronic Arts,Misc,66.0,6.4,2009.0
Kingdom Under Fire: Circle of Doom,X360,Microsoft Game Studios,Role-Playing,55.0,5.9,2007.0
Spider-Man: Friend or Foe,PS2,Activision,Action,62.0,8.3,2007.0
EA Sports MMA,PS3,Electronic Arts,Fighting,77.0,6.9,2010.0
Guitar Hero On Tour: Modern Hits,DS,Activision,Misc,70.0,6.3,2009.0
Quake 4,X360,Activision,Shooter,75.0,6.7,2005.0
Tiger Woods PGA Tour 14,PS3,Electronic Arts,Sports,74.0,3.8,2013.0
Skate,PS3,Electronic Arts,Sports,85.0,8.2,2007.0
Rage,PC,Bethesda Softworks,Shooter,79.0,5.2,2011.0
Custom Robo,GC,Nintendo,Role-Playing,65.0,8.1,2004.0
Prince of Persia: The Forgotten Sands,PSP,Ubisoft,Action,65.0,7.4,2010.0
BioShock The Collection,PS4,Take-Two Interactive,Shooter,84.0,8.5,2016.0
Theatrhythm Final Fantasy: Curtain Call,3DS,Square Enix,Misc,83.0,8.2,2014.0
DiRT 2,Wii,Codemasters,Racing,51.0,5.5,2009.0
Pac-Man World 2,GC,Nintendo,Action,74.0,8.3,2002.0
Tomb Raider: Legend,X360,Eidos Interactive,Action,80.0,7.3,2006.0
Rocket League,PS4,505 Games,Sports,85.0,8.7,2016.0
The BIGS,Wii,Take-Two Interactive,Sports,66.0,7.1,2007.0
The Legend of Spyro: A New Beginning,DS,Vivendi Games,Platform,68.0,6.8,2006.0
Juiced 2: Hot Import Nights,PSP,THQ,Racing,73.0,7.8,2007.0
Dungeon Siege III,X360,Square Enix,Role-Playing,72.0,5.9,2011.0
DiRT Rally,PS4,Codemasters,Racing,85.0,8.1,2016.0
NFL Street 2 Unleashed,PSP,Electronic Arts,Sports,73.0,7.4,2005.0
FIFA Street 2,PS2,Electronic Arts,Sports,59.0,7.7,2006.0
Virtua Tennis 2009,Wii,Sega,Sports,73.0,7.7,2009.0
Overlord: Dark Legend,Wii,Codemasters,Action,68.0,7.9,2009.0
The Legend of Spyro: The Eternal Night,DS,Vivendi Games,Platform,56.0,2.7,2007.0
Harry Potter and the Order of the Phoenix,PSP,Electronic Arts,Action,52.0,7.6,2007.0
Wanted: Weapons of Fate,X360,Warner Bros. Interactive Entertainment,Shooter,62.0,7.5,2009.0
Xenosaga Episode III: Also sprach Zarathustra,PS2,Namco Bandai Games,Role-Playing,81.0,9.0,2006.0
Rune Factory: Frontier,Wii,Rising Star Games,Role-Playing,79.0,8.5,2008.0
Mini Ninjas,Wii,Eidos Interactive,Action,79.0,8.3,2009.0
Naruto Shippuden: Ninja Destiny 2,DS,Takara Tomy,Fighting,55.0,5.7,2008.0
Scribblenauts: Unlimited,WiiU,Warner Bros. Interactive Entertainment,Action,73.0,7.4,2012.0
Marvel: Ultimate Alliance,PSP,Activision,Role-Playing,81.0,7.5,2006.0
The Sims 2: Castaway,PS2,Electronic Arts,Simulation,71.0,8.0,2007.0
NCAA Football 07,PSP,Electronic Arts,Sports,75.0,7.9,2006.0
Fragile Dreams: Farewell Ruins of the Moon,Wii,Rising Star Games,Role-Playing,67.0,8.3,2009.0
GoldenEye: Rogue Agent,GC,Electronic Arts,Shooter,60.0,6.7,2004.0
Need for Speed: The Run,PC,Electronic Arts,Action,69.0,5.8,2011.0
Dragon Ball Z: Infinite World,PS2,Namco Bandai Games,Fighting,48.0,7.9,2008.0
Elite Beat Agents,DS,Nintendo,Misc,87.0,8.6,2006.0
ESPN X Games Skateboarding,PS2,Konami Digital Entertainment,Sports,58.0,7.8,2001.0
Sid Meier's Civilization: Beyond Earth,PC,Take-Two Interactive,Strategy,81.0,5.5,2014.0
Castlevania: Order of Ecclesia,DS,Konami Digital Entertainment,Platform,85.0,8.7,2008.0
Left 4 Dead 2,PC,Valve Software,Shooter,89.0,8.5,2009.0
Green Day: Rock Band,Wii,MTV Games,Misc,76.0,8.8,2010.0
Star Fox: Zero,WiiU,Nintendo,Shooter,69.0,7.4,2016.0
SAW,PS3,Konami Digital Entertainment,Action,59.0,6.4,2009.0
Tom Clancy's HAWX 2,X360,Ubisoft,Action,68.0,6.3,2010.0
High Heat Major League Baseball 2004,PS2,3DO,Sports,83.0,8.1,2003.0
Robots,PS2,Vivendi Games,Action,53.0,6.0,2005.0
NARC,PS2,Midway Games,Shooter,50.0,7.0,2005.0
Dragon Ball Z: Attack of the Saiyans,DS,Namco Bandai Games,Role-Playing,73.0,7.9,2009.0
Bionic Commando,PS3,Capcom,Platform,71.0,7.4,2009.0
Monster Rancher 3,PS2,Tecmo Koei,Simulation,77.0,8.5,2001.0
The Incredibles: Rise of the Underminer,PS2,THQ,Action,60.0,7.1,2005.0
Sword Art Online: Lost Song,PSV,Namco Bandai Games,Role-Playing,70.0,7.1,2015.0
Hamtaro: Ham-Ham Heartbreak,GBA,Nintendo,Action,72.0,9.3,2002.0
Okage: Shadow King,PS2,Sony Computer Entertainment,Role-Playing,70.0,8.5,2001.0
BlazBlue: Calamity Trigger,X360,PQube,Fighting,86.0,8.5,2009.0
NBA 2K6,XB,Take-Two Interactive,Action,84.0,8.7,2005.0
Marvel Super Hero Squad,Wii,THQ,Fighting,49.0,6.2,2009.0
The Chronicles of Narnia: Prince Caspian,Wii,Disney Interactive Studios,Action,63.0,7.1,2008.0
World's Scariest Police Chases,PS,Activision,Racing,54.0,6.3,2001.0
MechAssault 2: Lone Wolf,XB,Microsoft Game Studios,Simulation,81.0,7.5,2004.0
Valkyrie Profile: Lenneth,PSP,Square Enix,Role-Playing,80.0,8.4,2006.0
Just Dance 2016,PS4,Ubisoft,Misc,73.0,6.8,2015.0
ESPN NFL Football,XB,Sega,Sports,91.0,8.9,2003.0
Rapala Pro Fishing,PS2,Zoo Digital Publishing,Sports,59.0,8.7,2004.0
Spider-Man: Shattered Dimensions,X360,Activision,Action,76.0,7.6,2010.0
TMNT,Wii,Ubisoft,Action,60.0,5.9,2007.0
Fossil Fighters: Frontier,3DS,Nintendo,Role-Playing,57.0,4.8,2014.0
Arc the Lad: Twilight of the Spirits,PS2,Sony Computer Entertainment,Role-Playing,72.0,8.2,2003.0
Watch Dogs 2,XOne,Ubisoft,Action,83.0,7.7,2016.0
Tiger Woods PGA Tour 09,PSP,Electronic Arts,Sports,53.0,5.5,2008.0
Harry Potter and the Chamber of Secrets,XB,Electronic Arts,Action,77.0,7.2,2002.0
Arctic Thunder,PS2,Midway Games,Racing,45.0,5.3,2001.0
ESPN: Sports Connection,WiiU,Ubisoft,Sports,31.0,2.7,2012.0
Shrek,XB,TDK Mediactive,Platform,49.0,5.4,2001.0
Dragon's Crown,PSV,Nippon Ichi Software,Role-Playing,78.0,8.4,2013.0
Wipeout 2048,PSV,Sony Computer Entertainment,Racing,79.0,8.2,2012.0
Trauma Center: Under the Knife,DS,Nintendo,Simulation,81.0,8.7,2005.0
Earth Defense Force 2025,PS3,D3Publisher,Shooter,69.0,7.5,2013.0
Middle-Earth: Shadow of Mordor,PC,Warner Bros. Interactive Entertainment,Action,84.0,8.0,2014.0
Suikoden V,PS2,Konami Digital Entertainment,Role-Playing,76.0,7.6,2006.0
Tiger Woods PGA Tour 14,X360,Electronic Arts,Sports,77.0,6.2,2013.0
LocoRoco 2,PSP,Sony Computer Entertainment,Platform,85.0,8.4,2008.0
Football Manager Handheld 2010,PSP,Sega,Sports,69.0,6.9,2009.0
Batman: Rise of Sin Tzu,PS2,Ubisoft,Action,63.0,8.3,2003.0
Worms: Open Warfare 2,DS,THQ,Strategy,81.0,9.1,2007.0
Dark Void,PS3,Capcom,Action,59.0,6.0,2010.0
Guitar Hero: Smash Hits,PS3,Activision,Misc,73.0,7.2,2009.0
NHL 2K10,Wii,Take-Two Interactive,Sports,79.0,6.8,2009.0
Bloody Roar 3,PS2,Virgin Interactive,Fighting,71.0,8.6,2001.0
WWE Crush Hour,PS2,THQ,Racing,56.0,5.3,2003.0
Persona 2: Eternal Punishment,PS,Atlus,Role-Playing,83.0,8.4,2000.0
Homefront: The Revolution,PS4,Deep Silver,Shooter,48.0,3.8,2016.0
Assassin's Creed III,WiiU,Ubisoft,Action,85.0,7.1,2012.0
One Piece: Burning Blood,PS4,Namco Bandai Games,Fighting,66.0,7.8,2016.0
Star Wars: Flight of the Falcon,GBA,THQ,Action,39.0,5.8,2003.0
Teenage Mutant Ninja Turtles: Smash-Up,Wii,Ubisoft,Fighting,67.0,8.2,2009.0
Toukiden: The Age of Demons,PSV,Tecmo Koei,Action,71.0,8.0,2013.0
Metro: Last Light,X360,Deep Silver,Action,80.0,8.4,2013.0
Football Manager 2016,PC,Sega,Simulation,81.0,6.9,2015.0
Resident Evil: Dead Aim,PS2,Capcom,Action,65.0,6.6,2003.0
Need for Speed Carbon,GC,Electronic Arts,Racing,75.0,7.8,2006.0
EA Sports MMA,X360,Electronic Arts,Fighting,79.0,7.0,2010.0
Defiance,PS3,Trion Worlds,Shooter,59.0,6.9,2013.0
Terminator Salvation,X360,Warner Bros. Interactive Entertainment,Shooter,48.0,5.0,2009.0
Guilty Gear X2,PS2,Sammy Corporation,Fighting,87.0,8.7,2002.0
Chicken Shoot,Wii,Zoo Digital Publishing,Action,27.0,4.8,2007.0
Tom Clancy's Rainbow Six: Lockdown,PS2,Ubisoft,Shooter,70.0,6.9,2005.0
MotoGP 08,X360,Capcom,Racing,68.0,5.6,2008.0
LEGO Marvel's Avengers,XOne,Warner Bros. Interactive Entertainment,Action,71.0,5.1,2016.0
Aggressive Inline,PS2,Acclaim Entertainment,Sports,85.0,8.7,2002.0
Mirror's Edge Catalyst,PS4,Electronic Arts,Platform,69.0,4.7,2016.0
Sniper Elite 3,XOne,505 Games,Shooter,63.0,6.6,2014.0
NFL Street,GC,Electronic Arts,Sports,81.0,8.0,2004.0
Karaoke Revolution,PS2,Konami Digital Entertainment,Misc,83.0,9.1,2003.0
Metal Arms: Glitch in the System,PS2,Vivendi Games,Shooter,81.0,8.9,2003.0
EverGrace,PS2,Ubisoft,Role-Playing,59.0,7.8,2000.0
Enemy Territory: Quake Wars,PS3,Activision,Shooter,60.0,6.4,2008.0
Lunar 2: Eternal Blue Complete,PS,Kadokawa Shoten,Role-Playing,86.0,8.9,1999.0
MLB 06: The Show,PSP,Sony Computer Entertainment,Sports,83.0,8.5,2006.0
Over the Hedge,GC,Activision,Platform,61.0,9.3,2006.0
Charlie and the Chocolate Factory,PS2,Global Star,Adventure,35.0,4.1,2005.0
TrackMania Turbo,PS4,Ubisoft,Action,81.0,7.9,2016.0
Tiger Woods PGA Tour 12: The Masters,Wii,Electronic Arts,Sports,85.0,6.7,2011.0
Def Jam Icon,X360,Electronic Arts,Action,69.0,6.3,2007.0
Dynasty Warriors 5 Empires,PS2,Tecmo Koei,Action,62.0,9.1,2006.0
Call of Duty: Ghosts,WiiU,Activision,Shooter,69.0,3.4,2013.0
Transformers: Dark of the Moon,PS3,Activision,Action,57.0,5.6,2011.0
SoulCalibur,DC,Namco Bandai Games,Fighting,98.0,8.8,1999.0
WipEout 3,PS,Psygnosis,Racing,89.0,8.5,1999.0
WWE '12,Wii,THQ,Fighting,74.0,5.2,2011.0
WWE All Stars,X360,THQ,Fighting,75.0,7.2,2011.0
Mini Ninjas,PS3,Eidos Interactive,Action,73.0,8.7,2009.0
Tekken Tag Tournament 2,X360,Namco Bandai Games,Fighting,83.0,7.5,2012.0
Driver 2 Advance,GBA,Atari,Action,73.0,6.6,2002.0
Monster Rancher 4,PS2,Tecmo Koei,Simulation,77.0,9.1,2003.0
Mini Ninjas,DS,Eidos Interactive,Action,61.0,5.8,2009.0
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PS2,Disney Interactive Studios,Adventure,65.0,8.6,2004.0
Battalion Wars 2,Wii,Nintendo,Strategy,75.0,7.6,2007.0
MotorStorm: Arctic Edge,PS2,Sony Computer Entertainment,Racing,72.0,8.3,2009.0
Hitman: Contracts,XB,Eidos Interactive,Shooter,78.0,8.8,2004.0
Supreme Commander 2,X360,Square Enix,Strategy,75.0,7.1,2010.0
Thunderstrike: Operation Phoenix,PS2,Eidos Interactive,Simulation,65.0,8.1,2001.0
Racquet Sports,PS3,Ubisoft,Sports,45.0,4.3,2010.0
Company of Heroes 2,PC,THQ,Strategy,80.0,2.1,2013.0
Trauma Center: Second Opinion,Wii,Nintendo,Simulation,80.0,8.0,2006.0
WWE Day of Reckoning 2,GC,THQ,Fighting,76.0,6.0,2005.0
The Urbz: Sims in the City,XB,Electronic Arts,Simulation,70.0,6.5,2004.0
Rayman Legends,XOne,Ubisoft,Platform,91.0,7.9,2014.0
SpongeBob SquarePants: The Yellow Avenger,DS,THQ,Action,67.0,7.6,2005.0
Monopoly,PS3,Electronic Arts,Misc,54.0,6.7,2008.0
SimCity Creator,DS,Electronic Arts,Simulation,69.0,7.3,2008.0
Tenchu Z,X360,Microsoft Game Studios,Action,56.0,7.3,2006.0
Conan,PS3,THQ,Action,69.0,7.2,2007.0
Leisure Suit Larry: Magna Cum Laude,PS2,Vivendi Games,Adventure,60.0,6.3,2004.0
MVP 06 NCAA Baseball,XB,Electronic Arts,Sports,75.0,8.6,2006.0
Naruto Shippuden: Ultimate Ninja Impact,PSP,Namco Bandai Games,Fighting,59.0,7.2,2011.0
F.E.A.R.,X360,Vivendi Games,Shooter,85.0,7.3,2006.0
Tom Clancy's Ghost Recon: Shadow Wars,3DS,Ubisoft,Strategy,77.0,7.9,2011.0
Herbie: Fully Loaded,GBA,Disney Interactive Studios,Racing,47.0,6.8,2005.0
Teenage Mutant Ninja Turtles,GC,Konami Digital Entertainment,Action,57.0,8.0,2003.0
Kameo: Elements of Power,X360,Microsoft Game Studios,Action,79.0,8.1,2005.0
Dynasty Warriors 6 Empires,PS3,Tecmo Koei,Action,62.0,7.0,2009.0
The Shoot,PS3,Sony Computer Entertainment,Shooter,60.0,6.2,2010.0
Puzzle Quest: Challenge of the Warlords,DS,D3Publisher,Puzzle,82.0,8.7,2007.0
Dynasty Warriors: Gundam 2,PS2,Namco Bandai Games,Action,52.0,6.5,2008.0
Star Ocean: Second Evolution,PSP,Square Enix,Role-Playing,75.0,7.1,2008.0
MXRider,PS2,Atari,Racing,69.0,6.8,2001.0
Delta Force: Black Hawk Down,XB,NovaLogic,Shooter,61.0,6.6,2005.0
Pirates of the Caribbean: At World's End,X360,Disney Interactive Studios,Action,58.0,5.3,2007.0
The Eye of Judgment,PS3,Sony Computer Entertainment,Misc,75.0,8.2,2007.0
Tom Clancy's Ghost Recon Advanced Warfighter,XB,Ubisoft,Shooter,66.0,6.0,2006.0
NHL 09,PS3,Electronic Arts,Sports,88.0,7.7,2008.0
World of Final Fantasy,PS4,Square Enix,Role-Playing,77.0,8.3,2016.0
Banjo-Kazooie: Grunty's Revenge,GBA,THQ,Platform,72.0,8.1,2003.0
NHL 17,PS4,Electronic Arts,Sports,78.0,5.8,2016.0
Mega Man ZX Advent,DS,Capcom,Platform,78.0,8.6,2007.0
NCAA Basketball 10,PS3,Electronic Arts,Sports,75.0,7.8,2009.0
Jeanne d'Arc,PSP,Sony Computer Entertainment,Role-Playing,87.0,8.2,2006.0
Harry Potter and the Deathly Hallows - Part 2,X360,Electronic Arts,Action,44.0,5.4,2011.0
Avatar: The Last Airbender,DS,THQ,Adventure,64.0,6.4,2006.0
Ape Escape Academy,PSP,Sony Computer Entertainment,Misc,51.0,5.8,2004.0
WWE Wrestlemania XIX,GC,THQ,Fighting,76.0,8.7,2003.0
The Sims 2,GC,Electronic Arts,Simulation,73.0,8.3,2005.0
Hulk,XB,Universal Interactive,Action,69.0,7.7,2003.0
Untold Legends: The Warriors Code,PSP,Ubisoft,Role-Playing,65.0,8.3,2006.0
Klonoa 2: Lunatea's Veil,PS2,Sony Computer Entertainment,Platform,91.0,9.1,2001.0
Deus Ex: Invisible War,XB,Eidos Interactive,Shooter,84.0,7.6,2003.0
The King of Fighters XIII,X360,Rising Star Games,Fighting,79.0,8.2,2011.0
Tak 2: The Staff of Dreams,GC,THQ,Platform,75.0,8.6,2004.0
Fracture,X360,LucasArts,Shooter,63.0,6.2,2008.0
Ninja Blade,X360,Microsoft Game Studios,Action,68.0,6.8,2009.0
LEGO Batman 2: DC Super Heroes,PSV,Warner Bros. Interactive Entertainment,Action,62.0,6.7,2012.0
Bee Movie Game,Wii,Activision,Action,62.0,7.6,2007.0
Kelly Slater's Pro Surfer,PS2,Activision,Sports,77.0,8.4,2002.0
Sniper: Ghost Warrior 2,PS3,City Interactive,Shooter,52.0,6.0,2013.0
Legends of Wrestling II,PS2,Acclaim Entertainment,Fighting,59.0,6.7,2002.0
Virtua Tennis 2009,X360,Sega,Sports,70.0,6.2,2009.0
Street Fighter Alpha 3 MAX,PSP,Capcom,Fighting,80.0,8.0,2006.0
MLB 09: The Show,PS2,Sony Computer Entertainment,Sports,79.0,7.5,2009.0
Classic NES Series: Castlevania,GBA,Nintendo,Platform,74.0,8.6,2004.0
Fight Night Round 3,XB,Electronic Arts,Fighting,83.0,9.0,2006.0
Way of the Samurai 2,PS2,Capcom,Action,59.0,9.0,2003.0
Planet Puzzle League,DS,Nintendo,Puzzle,86.0,8.2,2007.0
Naruto: Rise of a Ninja,X360,Ubisoft,Action,78.0,8.6,2007.0
Cabela's Dangerous Hunts 2011,PS3,Activision,Sports,60.0,5.4,2010.0
Disgaea 2: Cursed Memories,PS2,Tecmo Koei,Role-Playing,84.0,6.4,2006.0
Clock Tower 3,PS2,Capcom,Adventure,69.0,7.6,2002.0
Etrian Odyssey,DS,Nintendo,Role-Playing,75.0,8.5,2007.0
Call Of Duty 2: Big Red One,GC,Activision,Shooter,76.0,7.9,2005.0
Dragon Ball Z: Extreme Butoden,3DS,Namco Bandai Games,Fighting,61.0,6.6,2015.0
Disgaea: Hour of Darkness,PS2,Tecmo Koei,Role-Playing,84.0,8.9,2003.0
NeoGeo Battle Coliseum,PS2,Ignition Entertainment,Fighting,66.0,8.8,2005.0
Resonance of Fate,X360,Sega,Role-Playing,74.0,7.7,2010.0
Harry Potter and the Deathly Hallows - Part 2,Wii,Electronic Arts,Action,47.0,6.6,2011.0
SpongeBob SquarePants: Creature from the Krusty Krab,GC,THQ,Platform,74.0,7.7,2006.0
MLB 08: The Show,PSP,Sony Computer Entertainment,Sports,83.0,8.4,2008.0
Spy Kids 3-D: Game Over,GBA,Disney Interactive Studios,Platform,62.0,7.7,2003.0
Power Rangers: Ninja Storm,GBA,THQ,Misc,55.0,7.8,2003.0
Medal of Honor: Warfighter,PC,Electronic Arts,Action,55.0,5.4,2012.0
MVP Baseball 2005,GC,Electronic Arts,Sports,88.0,8.7,2005.0
SSX Blur,Wii,Electronic Arts,Sports,74.0,8.1,2007.0
Danganronpa: Trigger Happy Havoc,PSV,Nippon Ichi Software,Misc,80.0,8.1,2013.0
Harry Potter and the Half-Blood Prince,PS3,Electronic Arts,Action,66.0,7.1,2009.0
Teen Titans,GC,THQ,Action,63.0,6.9,2006.0
MX vs. ATV Untamed,Wii,THQ,Racing,70.0,8.3,2008.0
Binary Domain,PS3,Sega,Action,72.0,8.2,2012.0
DECA Sports Freedom,X360,Hudson Soft,Sports,26.0,3.7,2010.0
Major League Baseball 2K6,XB,Take-Two Interactive,Sports,71.0,5.7,2006.0
Golden Axe: Beast Rider,X360,Sega,Action,45.0,5.8,2008.0
EA Playground,DS,Electronic Arts,Sports,60.0,7.6,2007.0
The Witcher: Enhanced Edition,PC,Atari,Role-Playing,86.0,8.5,2008.0
Mystery Case Files: The Malgrave Incident,Wii,Nintendo,Adventure,65.0,8.2,2011.0
Iron Man 2,Wii,Sega,Action,41.0,4.6,2010.0
SWAT: Global Strike Team,PS2,Vivendi Games,Shooter,69.0,7.8,2003.0
Battlestations: Pacific,X360,Eidos Interactive,Strategy,76.0,7.4,2009.0
Elebits,Wii,Konami Digital Entertainment,Action,75.0,7.4,2006.0
Def Jam Rapstar,PS3,Konami Digital Entertainment,Misc,75.0,6.3,2010.0
Hatsune Miku: Project Mirai DX,3DS,Sega,Misc,80.0,8.5,2015.0
Just Dance 2016,XOne,Ubisoft,Misc,66.0,6.1,2015.0
Golden Axe: Beast Rider,PS3,Sega,Action,44.0,5.6,2008.0
Dead Space 2,PC,Electronic Arts,Shooter,87.0,8.3,2011.0
Kinetica,PS2,Sony Computer Entertainment,Racing,77.0,8.3,2001.0
The Black Eyed Peas Experience,X360,Ubisoft,Misc,66.0,5.8,2011.0
NBA Street V3,XB,Electronic Arts,Sports,89.0,8.9,2005.0
Marvel: Ultimate Alliance 2,Wii,Activision,Role-Playing,50.0,5.2,2009.0
Remember Me,PS3,Capcom,Action,72.0,7.4,2013.0
Silent Hill: Downpour,X360,Konami Digital Entertainment,Action,68.0,7.3,2012.0
Dead Rising 2: Off the Record,PS3,Capcom,Action,72.0,7.1,2011.0
Dragon Ball: XenoVerse,XOne,Namco Bandai Games,Fighting,67.0,7.2,2015.0
Eternal Sonata,X360,Atari,Role-Playing,79.0,7.9,2007.0
Harvest Moon: Back to Nature,PS,Ubisoft,Simulation,82.0,9.3,1999.0
Dead or Alive 5,X360,Ubisoft Annecy,Fighting,76.0,7.9,2012.0
Overlord II,X360,Codemasters,Action,75.0,7.2,2009.0
Dance Dance Revolution Universe,X360,Konami Digital Entertainment,Simulation,74.0,8.8,2007.0
Batman: Arkham Asylum,PC,Eidos Interactive,Action,91.0,8.7,2009.0
"Warhammer 40,000: Squad Command",PSP,THQ,Strategy,67.0,7.6,2007.0
Darkwatch,PS2,Ubisoft,Shooter,74.0,8.4,2005.0
Tony Hawk's American Wasteland,X360,Activision,Sports,75.0,7.2,2005.0
Beautiful Katamari,X360,Namco Bandai Games,Puzzle,73.0,7.0,2007.0
Prince of Persia: The Sands of Time,GC,Ubisoft,Action,92.0,8.4,2003.0
Harry Potter and the Deathly Hallows - Part 2,PS3,Electronic Arts,Action,43.0,5.7,2011.0
Sky Odyssey,PS2,Sony Computer Entertainment,Simulation,79.0,8.4,2000.0
World of Warcraft: Legion,PC,Activision,Role-Playing,88.0,7.5,2016.0
Hatsune Miku: Project Diva F 2nd,PSV,Sega,Misc,81.0,8.4,2014.0
Bleach: Shattered Blade,Wii,Sega,Fighting,58.0,7.5,2006.0
FIFA Street 3,PS3,Electronic Arts,Sports,63.0,6.9,2008.0
FIFA 2001 Major League Soccer,PS,Electronic Arts,Sports,85.0,7.8,2000.0
Operation Flashpoint: Red River,PS3,Codemasters,Shooter,67.0,6.3,2011.0
DiRT 2,PSP,Sony Computer Entertainment,Racing,55.0,5.7,2009.0
Frogger's Adventures: The Rescue,PS2,Konami Digital Entertainment,Platform,59.0,8.5,2003.0
Silent Hill HD Collection,PS3,Konami Digital Entertainment,Action,70.0,4.8,2012.0
Karaoke Revolution Volume 3,PS2,Konami Digital Entertainment,Misc,82.0,7.8,2004.0
Army of Two: The 40th Day,PSP,Electronic Arts,Shooter,49.0,6.0,2010.0
Persona 4: Dancing All Night,PSV,Nippon Ichi Software,Misc,76.0,8.6,2015.0
Ultimate Fighting Championship: Throwdown,PS2,Ubisoft,Fighting,68.0,8.0,2002.0
Disney's Extreme Skate Adventure,PS2,Activision,Sports,78.0,8.3,2003.0
Prey,X360,Take-Two Interactive,Shooter,79.0,7.3,2006.0
Shaun White Snowboarding,PSP,Ubisoft,Sports,70.0,7.5,2008.0
Folklore,PS3,Sony Computer Entertainment,Role-Playing,75.0,8.2,2007.0
Murdered: Soul Suspect,PS4,Square Enix,Action,59.0,6.9,2014.0
The Darkness II,PS3,Take-Two Interactive,Shooter,79.0,7.6,2012.0
NBA 2K3,XB,Sega,Sports,87.0,7.9,2002.0
NFL Fever 2004,XB,Microsoft Game Studios,Sports,74.0,8.8,2003.0
FIFA Street 3,X360,Electronic Arts,Sports,63.0,6.9,2008.0
Test Drive Unlimited,X360,Atari,Racing,82.0,8.0,2006.0
Marvel Nemesis: Rise of the Imperfects,PSP,Electronic Arts,Fighting,58.0,8.7,2005.0
Kingdom Under Fire: The Crusaders,XB,Deep Silver,Strategy,81.0,7.9,2004.0
Clive Barker's Jericho,X360,Codemasters,Shooter,63.0,7.4,2007.0
Romance of the Three Kingdoms VII,PS2,Tecmo Koei,Strategy,72.0,8.7,2000.0
Fable III,PC,Microsoft Game Studios,Role-Playing,75.0,5.4,2011.0
"Monsters, Inc.",PS2,Sony Computer Entertainment,Adventure,52.0,7.2,2002.0
DJ Hero,PS2,Activision,Misc,87.0,6.4,2009.0
Lord of Arcana,PSP,Square Enix,Role-Playing,53.0,5.5,2010.0
Phineas and Ferb: Across the 2nd Dimension,PS3,Disney Interactive Studios,Action,63.0,6.6,2011.0
Tekken 6,PSP,Namco Bandai Games,Fighting,82.0,8.2,2009.0
Dynasty Warriors 4 Empires,PS2,Tecmo Koei,Action,71.0,8.8,2004.0
Shenmue II,XB,Microsoft Game Studios,Adventure,80.0,9.3,2002.0
Crash of the Titans,X360,Vivendi Games,Action,65.0,6.3,2007.0
Rugby World Cup 2011,PS3,505 Games,Sports,50.0,5.6,2011.0
F1 Race Stars,PS3,Codemasters,Racing,61.0,5.6,2012.0
Overlord II,PS3,Codemasters,Action,72.0,7.6,2009.0
BlazBlue: Continuum Shift,X360,PQube,Fighting,85.0,8.7,2010.0
MLB 07: The Show,PS3,Sony Computer Entertainment,Sports,77.0,7.5,2007.0
Crash Nitro Kart,XB,Vivendi Games,Racing,70.0,8.9,2003.0
Etrian Odyssey III: The Drowned City,DS,Atlus,Role-Playing,77.0,8.0,2010.0
Batman: Arkham Origins,PC,Warner Bros. Interactive Entertainment,Action,74.0,7.5,2013.0
Harry Potter and the Half-Blood Prince,X360,Electronic Arts,Action,64.0,6.8,2009.0
Fishing Master,Wii,Konami Digital Entertainment,Misc,58.0,8.1,2007.0
Madden NFL 2004,GBA,Electronic Arts,Sports,70.0,6.6,2003.0
NBA Inside Drive 2003,XB,Microsoft Game Studios,Sports,72.0,7.8,2002.0
FIFA Street,PS2,Electronic Arts,Sports,59.0,7.9,2005.0
Monster Lab,Wii,Eidos Interactive,Role-Playing,73.0,8.4,2008.0
Fate/Extra,PSP,Marvelous Interactive,Role-Playing,58.0,8.1,2010.0
Drakengard 3,PS3,Square Enix,Role-Playing,61.0,7.7,2013.0
Catherine,X360,Deep Silver,Adventure,82.0,7.9,2011.0
The Matrix: Path of Neo,XB,Atari,Action,73.0,7.3,2005.0
Bust-A-Move Universe,3DS,Square Enix,Puzzle,49.0,4.8,2011.0
Mortal Kombat: Shaolin Monks,XB,Midway Games,Action,78.0,6.6,2005.0
Batman: Arkham Origins,WiiU,Warner Bros. Interactive Entertainment,Action,68.0,7.4,2013.0
Shin Megami Tensei: Devil Survivor 2,DS,Ghostlight,Role-Playing,79.0,8.8,2011.0
Sonic Boom: Rise of Lyric,WiiU,Sega,Action,32.0,3.6,2014.0
The Settlers 7: Paths to a Kingdom,PC,Ubisoft,Strategy,79.0,5.2,2010.0
WipEout Pulse,PSP,Sony Computer Entertainment,Racing,82.0,8.6,2007.0
The Legend of Spyro: Dawn of the Dragon,X360,Vivendi Games,Platform,62.0,7.2,2008.0
Fuel,X360,Codemasters,Racing,66.0,7.0,2009.0
Tropico 5,PS4,Kalypso Media,Simulation,76.0,7.1,2015.0
